Australian Bureau of Statistics,,,,,,,,,
State Suburbs 2011 to State Suburbs 2016,,,,,,,,,
,,,,,,,,,
Table 2 QI indicator,,,,,,,,,
,,,,,,,,,
SSC_CODE_2016,SSC_NAME_2016,QI_INDICATOR,,,,,,,
22207,Ryans,Poor,,,,,,,
22208,Ryanston,Poor,,,,,,,
22209,Rye,Good,,,,,,,
22210,Rythdale,Poor,,,,,,,
22211,Safety Beach (Vic.),Good,,,,,,,
22212,Sailors Falls,Poor,,,,,,,
22213,Sailors Gully,Good,,,,,,,
22214,Sailors Hill,Poor,,,,,,,
22215,Sale,Good,,,,,,,
22216,Salisbury West,Poor,,,,,,,
22217,Samaria,Poor,,,,,,,
22218,San Remo (Vic.),Good,,,,,,,
22219,Sandford (Vic.),Poor,,,,,,,
22220,Sandhill Lake,Poor,,,,,,,
22221,Sandhurst,Good,,,,,,,
22222,Sandon (Vic.),Poor,,,,,,,
22223,Sandringham (Vic.),Good,,,,,,,
22224,Sandy Creek (Vic.),Poor,,,,,,,
22225,Sandy Point (Vic.),Acceptable,,,,,,,
22226,Sargood,Poor,,,,,,,
22227,Sarsfield,Good,,,,,,,
22228,Sassafras (Vic.),Good,,,,,,,
22229,Sawmill Settlement,Poor,,,,,,,
22230,Scarsdale,Acceptable,,,,,,,
22231,Scoresby,Good,,,,,,,
22232,Scotchmans Lead,Poor,,,,,,,
22233,Scotsburn,Poor,,,,,,,
22234,Scotts Creek (Vic.),Good,,,,,,,
22235,Sea Lake,Good,,,,,,,
22236,Seabrook,Good,,,,,,,
22237,Seacombe,Poor,,,,,,,
22238,Seaford (Vic.),Good,,,,,,,
22239,Seaholme,Good,,,,,,,
22240,Seaspray,Good,,,,,,,
22241,Seaton (Vic.),Acceptable,,,,,,,
22242,Seaview,Poor,,,,,,,
22243,Sebastian,Good,,,,,,,
22244,Sebastopol (Vic.),Good,,,,,,,
22245,Seddon (Vic.),Good,,,,,,,
22246,Sedgwick,Good,,,,,,,
22247,Selby,Good,,,,,,,
22248,Selwyn (Vic.),Poor,,,,,,,
22249,Separation Creek,Poor,,,,,,,
22250,Serpentine (Vic.),Poor,,,,,,,
22251,Serviceton,Poor,,,,,,,
22252,Seville,Good,,,,,,,
22253,Seville East,Good,,,,,,,
22254,Seymour (Vic.),Good,,,,,,,
22255,Shady Creek,Good,,,,,,,
22256,Shays Flat,Poor,,,,,,,
22257,She Oaks,Poor,,,,,,,
22258,Sheans Creek,Poor,,,,,,,
22259,Sheep Hills,Poor,,,,,,,
22260,Shelbourne,Good,,,,,,,
22261,Shelford,Acceptable,,,,,,,
22262,Shelley (Vic.),Poor,,,,,,,
22263,Shepherds Flat,Poor,,,,,,,
22264,Shepparton,Good,,,,,,,
22265,Shepparton East,Good,,,,,,,
22266,Shepparton North,Good,,,,,,,
22267,Sherbrooke,Good,,,,,,,
22268,Shoreham,Acceptable,,,,,,,
22269,Sidonia,Poor,,,,,,,
22270,Silvan,Good,,,,,,,
22271,Silverleaves,Good,,,,,,,
22272,Simpson (Vic.),Good,,,,,,,
22273,Simpsons Creek,Poor,,,,,,,
22274,Simson,Poor,,,,,,,
22275,Skenes Creek,Poor,,,,,,,
22276,Skenes Creek North,Poor,,,,,,,
22277,Skibo,Poor,,,,,,,
22278,Skinners Flat,Poor,,,,,,,
22279,Skipton,Poor,,,,,,,
22280,Skye (Vic.),Good,,,,,,,
22281,Slaty Creek,Poor,,,,,,,
22282,Smeaton,Acceptable,,,,,,,
22283,Smiths Beach,Good,,,,,,,
22284,Smiths Gully,Good,,,,,,,
22285,Smokeytown,Poor,,,,,,,
22286,Smoko,Poor,,,,,,,
22287,Smythes Creek,Good,,,,,,,
22288,Smythesdale,Good,,,,,,,
22289,Snake Island,Poor,,,,,,,
22290,Snake Valley,Acceptable,,,,,,,
22291,Soldiers Hill (Vic.),Good,,,,,,,
22292,Somers,Good,,,,,,,
22293,Somerton (Vic.),Good,,,,,,,
22294,Somerville (Vic.),Good,,,,,,,
22295,Sorrento (Vic.),Good,,,,,,,
22296,South Dudley,Good,,,,,,,
22297,South Geelong,Good,,,,,,,
22298,South Kingsville,Good,,,,,,,
22299,South Melbourne,Good,,,,,,,
22300,South Morang,Good,,,,,,,
22301,South Purrumbete,Poor,,,,,,,
22302,South Wharf,Good,,,,,,,
22303,South Yarra,Good,,,,,,,
22304,Southbank,Good,,,,,,,
22305,Southern Cross (Vic.),Poor,,,,,,,
22306,Spargo Creek,Poor,,,,,,,
22307,Speed,Poor,,,,,,,
22308,Spotswood,Good,,,,,,,
22309,Spring Gully (Vic.),Good,,,,,,,
22310,Spring Hill (Vic.),Poor,,,,,,,
22311,Springbank,Poor,,,,,,,
22312,Springdallah,Poor,,,,,,,
22313,Springfield (Buloke - Vic.),Poor,,,,,,,
22314,Springfield (Macedon Ranges - Vic.),Poor,,,,,,,
22315,Springhurst,Good,,,,,,,
22316,Springmount,Poor,,,,,,,
22317,Springvale (Vic.),Good,,,,,,,
22318,Springvale South,Good,,,,,,,
22319,St Albans (Vic.),Good,,,,,,,
22320,St Albans Park,Good,,,,,,,
22321,St Andrews (Vic.),Good,,,,,,,
22322,St Andrews Beach,Good,,,,,,,
22323,St Arnaud,Good,,,,,,,
22324,St Arnaud East,Poor,,,,,,,
22325,St Arnaud North,Poor,,,,,,,
22326,St Clair (Vic.),Poor,,,,,,,
22327,St Germains,Poor,,,,,,,
22328,St Helena,Good,,,,,,,
22329,St Helens (Vic.),Poor,,,,,,,
22330,St Helens Plains,Poor,,,,,,,
22331,St James (Vic.),Poor,,,,,,,
22332,St Kilda (Vic.),Good,,,,,,,
22333,St Kilda East,Good,,,,,,,
22334,St Kilda West,Good,,,,,,,
22335,St Leonards (Vic.),Good,,,,,,,
22336,Staceys Bridge,Poor,,,,,,,
22337,Staffordshire Reef,Poor,,,,,,,
22338,Staghorn Flat,Poor,,,,,,,
22339,Stanhope (Vic.),Good,,,,,,,
22340,Stanley (Vic.),Good,,,,,,,
22341,Staughton Vale,Poor,,,,,,,
22342,Stavely,Poor,,,,,,,
22343,Stawell,Good,,,,,,,
22344,Steels Creek,Good,,,,,,,
22345,Steiglitz (Vic.),Poor,,,,,,,
22346,Stewarton (Vic.),Poor,,,,,,,
22347,Stirling (Vic.),Poor,,,,,,,
22348,Stockdale,Poor,,,,,,,
22349,Stockyard Hill,Poor,,,,,,,
22350,Stonehaven,Poor,,,,,,,
22351,Stoneleigh (Vic.),Poor,,,,,,,
22352,Stony Creek (Central Goldfields - Vic.),Poor,,,,,,,
22353,Stony Creek (South Gippsland - Vic.),Poor,,,,,,,
22354,Stonyford,Poor,,,,,,,
22355,Stradbroke,Poor,,,,,,,
22356,Strangways,Poor,,,,,,,
22357,Straten,Poor,,,,,,,
22358,Stratford (Vic.),Good,,,,,,,
22359,Strath Creek,Poor,,,,,,,
22360,Strathallan,Poor,,,,,,,
22361,Strathbogie,Good,,,,,,,
22362,Strathdale,Good,,,,,,,
22363,Strathdownie,Acceptable,,,,,,,
22364,Strathewen,Good,,,,,,,
22365,Strathfieldsaye,Good,,,,,,,
22366,Strathkellar,Poor,,,,,,,
22367,Strathlea,Poor,,,,,,,
22368,Strathmerton,Good,,,,,,,
22369,Strathmore (Vic.),Good,,,,,,,
22370,Strathmore Heights,Good,,,,,,,
22371,Streatham,Poor,,,,,,,
22372,Strzelecki (Vic.),Poor,,,,,,,
22373,Stuart Mill,Poor,,,,,,,
22374,Sugarloaf (Vic.),Poor,,,,,,,
22375,Sugarloaf Creek,Poor,,,,,,,
22376,Suggan Buggan,Poor,,,,,,,
22377,Sulky,Poor,,,,,,,
22378,Summerlands,Poor,,,,,,,
22379,Sunbury,Good,,,,,,,
22380,Sunday Creek,Poor,,,,,,,
22381,Sunderland Bay,Poor,,,,,,,
22382,Sunset Strip (Vic.),Good,,,,,,,
22383,Sunshine (Vic.),Good,,,,,,,
22384,Sunshine North,Good,,,,,,,
22385,Sunshine West,Good,,,,,,,
22386,Surf Beach (Vic.),Poor,,,,,,,
22387,Surrey Hills,Good,,,,,,,
22388,Sutherland (Vic.),Poor,,,,,,,
22389,Sutherlands Creek,Poor,,,,,,,
22390,Sutton (Vic.),Poor,,,,,,,
22391,Sutton Grange,Poor,,,,,,,
22392,Swan Bay (Vic.),Poor,,,,,,,
22393,Swan Hill,Good,,,,,,,
22394,Swan Hill West,Poor,,,,,,,
22395,Swan Island,Poor,,,,,,,
22396,Swan Marsh,Poor,,,,,,,
22397,Swan Reach (Vic.),Good,,,,,,,
22398,Swanpool,Poor,,,,,,,
22399,Swanwater,Poor,,,,,,,
22400,Swanwater West,Poor,,,,,,,
22401,Swifts Creek,Poor,,,,,,,
22402,Sydenham (Vic.),Good,,,,,,,
22403,Sylvaterre,Poor,,,,,,,
22404,Tabberabbera,Poor,,,,,,,
22405,Tabilk,Poor,,,,,,,
22406,Tabor,Poor,,,,,,,
22407,Taggerty,Good,,,,,,,
22408,Tahara,Poor,,,,,,,
22409,Tahara Bridge,Poor,,,,,,,
22410,Tahara West,Poor,,,,,,,
22411,Talbot (Vic.),Poor,,,,,,,
22412,Talgarno,Acceptable,,,,,,,
22413,Tallandoon,Poor,,,,,,,
22414,Tallangatta,Good,,,,,,,
22415,Tallangatta East,Poor,,,,,,,
22416,Tallangatta South,Poor,,,,,,,
22417,Tallangatta Valley,Acceptable,,,,,,,
22418,Tallarook,Acceptable,,,,,,,
22419,Tallygaroopna,Good,,,,,,,
22420,Tambo Crossing,Poor,,,,,,,
22421,Tambo Upper,Good,,,,,,,
22422,Tamboon,Poor,,,,,,,
22423,Tamboritha,Poor,,,,,,,
22424,Taminick,Poor,,,,,,,
22425,Tamleugh,Poor,,,,,,,
22426,Tamleugh North,Poor,,,,,,,
22427,Tandarook,Poor,,,,,,,
22428,Tandarra,Poor,,,,,,,
22429,Tangambalanga,Acceptable,,,,,,,
22430,Tanjil,Poor,,,,,,,
22431,Tanjil Bren,Good,,,,,,,
22432,Tanjil South,Acceptable,,,,,,,
22433,Tanwood,Poor,,,,,,,
22434,Tanybryn,Poor,,,,,,,
22435,Taradale (Vic.),Good,,,,,,,
22436,Tarcombe,Poor,,,,,,,
22437,Tarilta,Poor,,,,,,,
22438,Tarnagulla,Poor,,,,,,,
22439,Tarneit,Good,,,,,,,
22440,Tarnook,Poor,,,,,,,
22441,Taroon,Poor,,,,,,,
22442,Tarra Valley,Poor,,,,,,,
22443,Tarranyurk,Poor,,,,,,,
22444,Tarraville,Poor,,,,,,,
22445,Tarrawarra,Poor,,,,,,,
22446,Tarrawingee,Poor,,,,,,,
22447,Tarrayoukyan,Poor,,,,,,,
22448,Tarrengower,Poor,,,,,,,
22449,Tarrenlea,Poor,,,,,,,
22450,Tarrington,Poor,,,,,,,
22451,Tarrone,Poor,,,,,,,
22452,Tarwin,Poor,,,,,,,
22453,Tarwin Lower,Acceptable,,,,,,,
22454,Tatong,Acceptable,,,,,,,
22455,Tatura,Good,,,,,,,
22456,Tatura East,Poor,,,,,,,
22457,Tatyoon,Poor,,,,,,,
22458,Tawonga,Good,,,,,,,
22459,Tawonga South,Good,,,,,,,
22460,Taylor Bay,Poor,,,,,,,
22461,Taylors Hill,Good,,,,,,,
22462,Taylors Lakes,Good,,,,,,,
22463,Teal Point,Poor,,,,,,,
22464,Tecoma,Good,,,,,,,
22465,Teddywaddy,Poor,,,,,,,
22466,Teddywaddy West,Poor,,,,,,,
22467,Teesdale (Vic.),Good,,,,,,,
22468,Telangatuk East,Poor,,,,,,,
22469,Telford,Poor,,,,,,,
22470,Telopea Downs,Good,,,,,,,
22471,Templestowe,Good,,,,,,,
22472,Templestowe Lower,Good,,,,,,,
22473,Tempy,Poor,,,,,,,
22474,Tenby Point,Poor,,,,,,,
22475,Tennyson (Vic.),Poor,,,,,,,
22476,Terang,Good,,,,,,,
22477,Terip Terip,Poor,,,,,,,
22478,Terrappee,Poor,,,,,,,
22479,Terrick Terrick,Poor,,,,,,,
22480,Terrick Terrick East,Poor,,,,,,,
22481,Tesbury,Poor,,,,,,,
22482,Tetoora Road,Poor,,,,,,,
22483,Thalia,Poor,,,,,,,
22484,The Basin (Vic.),Good,,,,,,,
22485,The Cove,Poor,,,,,,,
22486,The Gurdies,Poor,,,,,,,
22487,The Heart,Poor,,,,,,,
22488,The Honeysuckles,Poor,,,,,,,
22489,The Patch,Good,,,,,,,
22490,The Sisters,Poor,,,,,,,
22491,Thologolong,Poor,,,,,,,
22492,Thomastown,Good,,,,,,,
22493,Thomson (Baw Baw - Vic.),Poor,,,,,,,
22494,Thomson (Greater Geelong - Vic.),Good,,,,,,,
22495,Thoona,Poor,,,,,,,
22496,Thornbury,Good,,,,,,,
22497,Thornton (Vic.),Acceptable,,,,,,,
22498,Thorpdale,Good,,,,,,,
22499,Thorpdale South,Poor,,,,,,,
22500,Thowgla Valley,Poor,,,,,,,
22501,Three Bridges,Acceptable,,,,,,,
22502,Timbarra (Vic.),Poor,,,,,,,
22503,Timboon,Good,,,,,,,
22504,Timboon West,Poor,,,,,,,
22505,Timmering,Poor,,,,,,,
22506,Timor (Vic.),Poor,,,,,,,
22507,Timor West,Poor,,,,,,,
22508,Tinamba,Poor,,,,,,,
22509,Tinamba West,Poor,,,,,,,
22510,Tintaldra,Poor,,,,,,,
22511,Tittybong,Poor,,,,,,,
22512,Tol Tol,Good,,,,,,,
22513,Tolmie,Poor,,,,,,,
22514,Tom Groggin,Poor,,,,,,,
22515,Tongala,Good,,,,,,,
22516,Tonghi Creek,Poor,,,,,,,
22517,Tongio,Poor,,,,,,,
22518,Tonimbuk,Poor,,,,,,,
22519,Tooan,Poor,,,,,,,
22520,Tooborac,Poor,,,,,,,
22521,Toolamba,Good,,,,,,,
22522,Toolamba West,Poor,,,,,,,
22523,Toolangi,Acceptable,,,,,,,
22524,Toolern Vale,Acceptable,,,,,,,
22525,Toolleen,Poor,,,,,,,
22526,Toolome,Poor,,,,,,,
22527,Toolondo,Poor,,,,,,,
22528,Toolong,Poor,,,,,,,
22529,Toombon,Poor,,,,,,,
22530,Toongabbie (Vic.),Acceptable,,,,,,,
22531,Toora (Vic.),Acceptable,,,,,,,
22532,Toora North,Poor,,,,,,,
22533,Tooradin,Good,,,,,,,
22534,Toorak,Good,,,,,,,
22535,Toorloo Arm,Poor,,,,,,,
22536,Toorongo,Poor,,,,,,,
22537,Tootgarook,Good,,,,,,,
22538,Torquay (Vic.),Good,,,,,,,
22539,Torrita,Poor,,,,,,,
22540,Torrumbarry,Good,,,,,,,
22541,Torwood,Poor,,,,,,,
22542,Tostaree,Poor,,,,,,,
22543,Tottenham (Vic.),Good,,,,,,,
22544,Tottington,Poor,,,,,,,
22545,Tourello,Poor,,,,,,,
22546,Towan,Poor,,,,,,,
22547,Towaninny,Poor,,,,,,,
22548,Towaninny South,Poor,,,,,,,
22549,Tower Hill,Poor,,,,,,,
22550,Towong,Poor,,,,,,,
22551,Towong Upper,Poor,,,,,,,
22552,Trafalgar (Vic.),Good,,,,,,,
22553,Trafalgar East,Good,,,,,,,
22554,Trafalgar South,Good,,,,,,,
22555,Tragowel,Poor,,,,,,,
22556,Traralgon,Good,,,,,,,
22557,Traralgon East,Good,,,,,,,
22558,Traralgon South,Good,,,,,,,
22559,Travancore,Good,,,,,,,
22560,Trawalla,Poor,,,,,,,
22561,Trawool,Poor,,,,,,,
22562,Traynors Lagoon,Poor,,,,,,,
22563,Tremont,Poor,,,,,,,
22564,Trentham,Poor,,,,,,,
22565,Trentham East,Poor,,,,,,,
22566,Tresco,Poor,,,,,,,
22567,Tresco West,Poor,,,,,,,
22568,Trida,Poor,,,,,,,
22569,Truganina,Good,,,,,,,
22570,Tubbut,Poor,,,,,,,
22571,Tuerong,Good,,,,,,,
22572,Tulkara,Poor,,,,,,,
22573,Tullamarine,Good,,,,,,,
22574,Tungamah,Acceptable,,,,,,,
22575,Turoar,Poor,,,,,,,
22576,Turriff,Poor,,,,,,,
22577,Turriff East,Poor,,,,,,,
22578,Turtons Creek,Poor,,,,,,,
22579,Tutye,Poor,,,,,,,
22580,Tyaak,Poor,,,,,,,
22581,Tyabb,Good,,,,,,,
22582,Tyenna (Vic.),Poor,,,,,,,
22583,Tyers,Good,,,,,,,
22584,Tylden,Acceptable,,,,,,,
22585,Tynong,Poor,,,,,,,
22586,Tynong North,Good,,,,,,,
22587,Tyntynder,Poor,,,,,,,
22588,Tyntynder South,Poor,,,,,,,
22589,Tyrendarra,Acceptable,,,,,,,
22590,Tyrendarra East,Poor,,,,,,,
22591,Tyrrell,Poor,,,,,,,
22592,Tyrrell Downs,Poor,,,,,,,
22593,Ullina,Poor,,,,,,,
22594,Ullswater,Poor,,,,,,,
22595,Ultima,Poor,,,,,,,
22596,Ultima East,Poor,,,,,,,
22597,Ulupna,Poor,,,,,,,
22598,Undera,Acceptable,,,,,,,
22599,Underbool,Acceptable,,,,,,,
22600,Upotipotpon,Poor,,,,,,,
22601,Upper Ferntree Gully,Good,,,,,,,
22602,Upper Gundowring,Poor,,,,,,,
22603,Upper Lurg,Poor,,,,,,,
22604,Upper Plenty,Good,,,,,,,
22605,Upper Ryans Creek,Poor,,,,,,,
22606,Upton Hill,Poor,,,,,,,
22607,Upwey,Good,,,,,,,
22608,Valencia Creek,Poor,,,,,,,
22609,Vasey,Poor,,,,,,,
22610,Vaughan,Poor,,,,,,,
22611,Vectis,Poor,,,,,,,
22612,Ventnor (Vic.),Acceptable,,,,,,,
22613,Venus Bay (Vic.),Good,,,,,,,
22614,Vermont,Good,,,,,,,
22615,Vermont South,Good,,,,,,,
22616,Vervale,Poor,,,,,,,
22617,Vesper,Poor,,,,,,,
22618,Victoria Point (Vic.),Poor,,,,,,,
22619,Victoria Valley (Vic.),Poor,,,,,,,
22620,Viewbank,Good,,,,,,,
22621,Vinifera,Poor,,,,,,,
22622,Violet Town,Acceptable,,,,,,,
22623,Vite Vite,Poor,,,,,,,
22624,Vite Vite North,Poor,,,,,,,
22625,W Tree,Poor,,,,,,,
22626,Waaia,Good,,,,,,,
22627,Waanyarra,Poor,,,,,,,
22628,Waarre,Poor,,,,,,,
22629,Wabonga,Poor,,,,,,,
22630,Waggarandall,Poor,,,,,,,
22631,Wahgunyah,Good,,,,,,,
22632,Wahring,Poor,,,,,,,
22633,Wail,Poor,,,,,,,
22634,Wairewa,Poor,,,,,,,
22635,Waitchie,Poor,,,,,,,
22636,Wal Wal,Poor,,,,,,,
22637,Waldara,Good,,,,,,,
22638,Walhalla,Poor,,,,,,,
22639,Walhalla East,Poor,,,,,,,
22640,Walkerville (Vic.),Poor,,,,,,,
22641,Walkerville North,Poor,,,,,,,
22642,Walkerville South,Poor,,,,,,,
22643,Wallace,Poor,,,,,,,
22644,Wallacedale,Poor,,,,,,,
22645,Wallagaraugh,Poor,,,,,,,
22646,Wallaloo,Poor,,,,,,,
22647,Wallaloo East,Poor,,,,,,,
22648,Wallan,Good,,,,,,,
22649,Wallinduc,Poor,,,,,,,
22650,Wallington,Good,,,,,,,
22651,Wallup,Poor,,,,,,,
22652,Walmer (Vic.),Good,,,,,,,
22653,Walpa,Poor,,,,,,,
22654,Walpeup,Poor,,,,,,,
22655,Walwa,Poor,,,,,,,
22656,Wandana Heights,Good,,,,,,,
22657,Wandella (Vic.),Poor,,,,,,,
22658,Wandiligong,Poor,,,,,,,
22659,Wandin East,Good,,,,,,,
22660,Wandin North,Good,,,,,,,
22661,Wando Bridge,Poor,,,,,,,
22662,Wando Vale,Poor,,,,,,,
22663,Wandong,Acceptable,,,,,,,
22664,Wandown,Poor,,,,,,,
22665,Wangandary,Poor,,,,,,,
22666,Wangarabell,Poor,,,,,,,
22667,Wangaratta (Vic.),Good,,,,,,,
22668,Wangaratta South,Acceptable,,,,,,,
22669,Wangie,Poor,,,,,,,
22670,Wangoom,Poor,,,,,,,
22671,Wannon,Poor,,,,,,,
22672,Wantirna,Good,,,,,,,
22673,Wantirna South,Good,,,,,,,
22674,Waranga Shores,Good,,,,,,,
22675,Waratah Bay,Poor,,,,,,,
22676,Warburton (Vic.),Good,,,,,,,
22677,Wareek,Poor,,,,,,,
22678,Wargan,Poor,,,,,,,
22679,Warmur,Poor,,,,,,,
22680,Warncoort,Poor,,,,,,,
22681,Warne,Poor,,,,,,,
22682,Warneet,Good,,,,,,,
22683,Warrabkook,Poor,,,,,,,
22684,Warracknabeal,Good,,,,,,,
22685,Warragul,Good,,,,,,,
22686,Warragul South,Poor,,,,,,,
22687,Warragul West,Poor,,,,,,,
22688,Warrak,Poor,,,,,,,
22689,Warrandyte,Good,,,,,,,
22690,Warrandyte South,Good,,,,,,,
22691,Warranwood,Good,,,,,,,
22692,Warrayure,Poor,,,,,,,
22693,Warrenbayne,Poor,,,,,,,
22694,Warrenheip,Good,,,,,,,
22695,Warrenmang,Poor,,,,,,,
22696,Warrion,Poor,,,,,,,
22697,Warrnambool,Good,,,,,,,
22698,Warrock,Poor,,,,,,,
22699,Warrong,Poor,,,,,,,
22700,Wartook,Poor,,,,,,,
22701,Watchem,Poor,,,,,,,
22702,Watchem West,Poor,,,,,,,
22703,Watchupga,Poor,,,,,,,
22704,Waterford Park,Good,,,,,,,
22705,Waterholes,Poor,,,,,,,
22706,Waterloo (Vic.),Poor,,,,,,,
22707,Waterways,Good,,,,,,,
22708,Watsonia,Good,,,,,,,
22709,Watsonia North,Good,,,,,,,
22710,Watsons Creek (Vic.),Poor,,,,,,,
22711,Wattle Bank,Poor,,,,,,,
22712,Wattle Creek,Poor,,,,,,,
22713,Wattle Flat (Vic.),Poor,,,,,,,
22714,Wattle Glen,Good,,,,,,,
22715,Wattle Hill (Vic.),Poor,,,,,,,
22716,Waubra,Poor,,,,,,,
22717,Waurn Ponds,Good,,,,,,,
22718,Waygara,Poor,,,,,,,
22719,Weatherboard,Poor,,,,,,,
22720,Wedderburn (Vic.),Good,,,,,,,
22721,Wedderburn Junction,Poor,,,,,,,
22722,Wee Wee Rup,Poor,,,,,,,
22723,Weeaproinah,Poor,,,,,,,
22724,Weering,Poor,,,,,,,
22725,Weerite,Poor,,,,,,,
22726,Wehla,Poor,,,,,,,
22727,Wellsford,Poor,,,,,,,
22728,Welshmans Reef,Poor,,,,,,,
22729,Welshpool (Vic.),Poor,,,,,,,
22730,Wemen,Poor,,,,,,,
22731,Wendouree,Good,,,,,,,
22732,Wensleydale,Poor,,,,,,,
22733,Wentworth (Vic.),Poor,,,,,,,
22734,Werneth,Poor,,,,,,,
22735,Werona,Poor,,,,,,,
22736,Werribee,Good,,,,,,,
22737,Werribee South,Good,,,,,,,
22738,Werrimull,Poor,,,,,,,
22739,Wesburn,Acceptable,,,,,,,
22740,West Bendigo,Good,,,,,,,
22741,West Creek,Poor,,,,,,,
22742,West Footscray,Good,,,,,,,
22743,West Melbourne,Good,,,,,,,
22744,West Wodonga,Good,,,,,,,
22745,Westbury (Vic.),Poor,,,,,,,
22746,Westby,Poor,,,,,,,
22747,Westmeadows,Good,,,,,,,
22748,Westmere,Poor,,,,,,,
22749,Whanregarwen,Poor,,,,,,,
22750,Wharparilla,Good,,,,,,,
22751,Wheatsheaf,Poor,,,,,,,
22752,Wheelers Hill,Good,,,,,,,
22753,Whipstick,Poor,,,,,,,
22754,Whirily,Poor,,,,,,,
22755,White Hills (Vic.),Acceptable,,,,,,,
22756,Whiteheads Creek,Good,,,,,,,
22757,Whitelaw,Poor,,,,,,,
22758,Whitfield (Vic.),Poor,,,,,,,
22759,Whitlands,Poor,,,,,,,
22760,Whittington,Good,,,,,,,
22761,Whittlesea,Good,,,,,,,
22762,Whoorel,Poor,,,,,,,
22763,Whorouly,Poor,,,,,,,
22764,Whorouly East,Poor,,,,,,,
22765,Whorouly South,Poor,,,,,,,
22766,Whroo,Poor,,,,,,,
22767,Wickliffe,Poor,,,,,,,
22768,Wilby,Poor,,,,,,,
22769,Wild Dog Valley (Vic.),Poor,,,,,,,
22770,Wildwood,Poor,,,,,,,
22771,Wilkur,Poor,,,,,,,
22772,Willangie,Poor,,,,,,,
22773,Willatook,Poor,,,,,,,
22774,Willaura,Acceptable,,,,,,,
22775,Willaura North,Poor,,,,,,,
22776,Willenabrina,Poor,,,,,,,
22777,Williams Landing,Acceptable,,,,,,,
22778,Williamstown (Vic.),Good,,,,,,,
22779,Williamstown North,Good,,,,,,,
22780,Willow Grove,Good,,,,,,,
22781,Willowmavin,Poor,,,,,,,
22782,Willowvale (Vic.),Poor,,,,,,,
22783,Willung,Poor,,,,,,,
22784,Willung South,Poor,,,,,,,
22785,Wilsons Hill,Poor,,,,,,,
22786,Wilsons Promontory,Good,,,,,,,
22787,Wimbledon Heights,Good,,,,,,,
22788,Winchelsea,Good,,,,,,,
22789,Winchelsea South,Poor,,,,,,,
22790,Windermere (Vic.),Poor,,,,,,,
22791,Windsor (Vic.),Good,,,,,,,
22792,Wingan River,Poor,,,,,,,
22793,Wingeel,Poor,,,,,,,
22794,Winjallok,Poor,,,,,,,
22795,Winlaton,Poor,,,,,,,
22796,Winnambool,Poor,,,,,,,
22797,Winnap,Poor,,,,,,,
22798,Winnindoo,Poor,,,,,,,
22799,Winslow,Good,,,,,,,
22800,Winton (Vic.),Poor,,,,,,,
22801,Winton North,Poor,,,,,,,
22802,Wirrate,Poor,,,,,,,
22803,Wiseleigh,Poor,,,,,,,
22804,Wodonga,Good,,,,,,,
22805,Wollert,Good,,,,,,,
22806,Wombat Creek (Vic.),Poor,,,,,,,
22807,Wombelano,Poor,,,,,,,
22808,Won Wron,Good,,,,,,,
22809,Wonga,Poor,,,,,,,
22810,Wonga Park,Good,,,,,,,
22811,Wongarra,Poor,,,,,,,
22812,Wongungarra,Poor,,,,,,,
22813,Wonnangatta,Poor,,,,,,,
22814,Wonthaggi,Good,,,,,,,
22815,Wonwondah,Poor,,,,,,,
22816,Wonyip,Poor,,,,,,,
22817,Wood Wood,Poor,,,,,,,
22818,Woodend (Vic.),Good,,,,,,,
22819,Woodend North,Good,,,,,,,
22820,Woodfield,Poor,,,,,,,
22821,Woodford (Vic.),Poor,,,,,,,
22822,Woodglen,Poor,,,,,,,
22823,Woodhouse,Poor,,,,,,,
22824,Woodleigh (Vic.),Poor,,,,,,,
22825,Woods Point (Vic.),Poor,,,,,,,
22826,Woodside (Vic.),Poor,,,,,,,
22827,Woodside Beach,Poor,,,,,,,
22828,Woodstock (Vic.),Poor,,,,,,,
22829,Woodstock On Loddon,Poor,,,,,,,
22830,Woodstock West,Poor,,,,,,,
22831,Woodvale (Vic.),Acceptable,,,,,,,
22832,Wool Wool,Poor,,,,,,,
22833,Woolamai,Good,,,,,,,
22834,Woolenook,Poor,,,,,,,
22835,Woolshed Flat (Vic.),Poor,,,,,,,
22836,Woolsthorpe,Acceptable,,,,,,,
22837,Woomelang,Acceptable,,,,,,,
22838,Wooragee,Good,,,,,,,
22839,Woorarra East,Poor,,,,,,,
22840,Woorarra West,Poor,,,,,,,
22841,Wooreen,Poor,,,,,,,
22842,Woori Yallock,Good,,,,,,,
22843,Woorinen,Poor,,,,,,,
22844,Woorinen North,Poor,,,,,,,
22845,Woorinen South,Acceptable,,,,,,,
22846,Woorndoo,Poor,,,,,,,
22847,Wooroonook,Poor,,,,,,,
22848,Woosang,Poor,,,,,,,
22849,Wootong Vale,Poor,,,,,,,
22850,Worrowing,Poor,,,,,,,
22851,Wrathung,Poor,,,,,,,
22852,Wrixon,Poor,,,,,,,
22853,Wroxham,Poor,,,,,,,
22854,Wuk Wuk,Poor,,,,,,,
22855,Wulgulmerang,Poor,,,,,,,
22856,Wulgulmerang East,Poor,,,,,,,
22857,Wulgulmerang West,Poor,,,,,,,
22858,Wunghnu,Poor,,,,,,,
22859,Wurdiboluc,Poor,,,,,,,
22860,Wurruk,Good,,,,,,,
22861,Wy Yung,Good,,,,,,,
